MnFeCoNiAl
increment: 10
strain_r: 0.001
temperature: 300
e: Mn-Co, Fe-Ni,Al
ratio:50.0:50.0,33.0:67.0,100
data:
Mn,Fe,Co,Ni,Al
12.60,12.09,11.12,10.94,16.472
338.84,26.375,262.89,199.1,65.498
130.52,8.9429,101.66,76.0,23.922
Start of Predicted Data
psA,psB,psC,Mn,Co,Fe,Ni,Al,V_ave,b_ave,E_ave,mu_ave,nu_ave,sum_cnVn^2_b6,Ty0_tensile,Delta_Eb,Delta_sigma_ss
0.2,0.0,0.8,0.1,0.1,0.0,0.0,0.8,15.549600000000002,7071067811.865475,112.5714,42.3556,0.3288844922513199,2.8102456320000054e-59,37243.915506738376,1.4597580813003438e+29,0.0
0.2,0.1,0.7,0.1,0.1,0.033,0.067,0.7,15.034733333333335,7071067811.865475,120.1741,45.32816333333333,0.3256008093275933,3.9825272497777846e-59,39565.65663551645,1.5622055344826957e+29,0.0
0.2,0.2,0.6,0.1,0.1,0.067,0.133,0.6,14.519866666666669,7071067811.865475,127.7768,48.30072666666666,0.32272130067332316,4.730668572444452e-59,41889.88135782365,1.6646529876650476e+29,0.0
0.2,0.3,0.5,0.1,0.1,0.1,0.2,0.5,14.005000000000003,7071067811.865475,135.3795,51.27329,0.3201756704124117,5.054669600000009e-59,44216.13143320692,1.7671004408473994e+29,0.0
0.2,0.4,0.4,0.1,0.1,0.133,0.267,0.4,13.490133333333334,7071067811.865475,142.9822,54.245853333333336,0.3179090309575736,4.954530332444453e-59,46544.05482111415,1.8695478940297515e+29,0.0
0.2,0.5,0.3,0.1,0.1,0.167,0.333,0.3,12.975266666666668,7071067811.865475,150.5849,57.21841666666667,0.3158779006176624,4.430250769777785e-59,48873.37660023816,1.9719953472121033e+29,0.0
0.2,0.6,0.2,0.1,0.1,0.2,0.4,0.2,12.460400000000002,7071067811.865475,158.1876,60.19098,0.3140473871666485,3.4818309120000055e-59,51203.87894746974,2.074442800394455e+29,0.0
0.2,0.7,0.1,0.1,0.1,0.233,0.467,0.1,11.945533333333334,7071067811.865475,165.7903,63.16354333333333,0.3123891666833343,2.1092707591111148e-59,53535.387046218435,2.1768902535768068e+29,0.0
0.2,0.8,0.0,0.1,0.1,0.267,0.533,0.0,11.430666666666667,7071067811.865475,173.393,66.13610666666668,0.3108800074513003,3.1257031111111146e-60,55867.75897177403,2.279337706759159e+29,0.0
0.3,0.0,0.7,0.15,0.15,0.0,0.0,0.7,15.088400000000002,7071067811.865475,136.1081,51.5724,0.3195827613219473,3.7048753920000064e-59,44415.36170269424,1.7774090715762227e+29,0.0
0.3,0.1,0.6,0.15,0.15,0.033,0.067,0.6,14.573533333333335,7071067811.865475,143.7108,54.54496333333333,0.3173608635664438,4.497226599111119e-59,46743.665297163854,1.8798565247585745e+29,0.0
0.3,0.2,0.5,0.15,0.15,0.067,0.133,0.5,14.058666666666669,7071067811.865475,151.3135,57.51752666666667,0.3153686256096546,4.86543751111112e-59,49073.31757863694,1.9823039779409266e+29,0.0
0.3,0.3,0.4,0.15,0.15,0.1,0.2,0.4,13.543800000000003,7071067811.865475,158.9162,60.49009,0.3135721900893187,4.809508128000008e-59,51404.10964979467,2.0847514311232783e+29,0.0
0.3,0.4,0.3,0.15,0.15,0.133,0.267,0.3,13.028933333333335,7071067811.865475,166.5189,63.46265333333333,0.3119440431002045,4.329438449777785e-59,53735.873636601085,2.18719888430563e+29,0.0
0.3,0.5,0.2,0.15,0.15,0.167,0.333,0.2,12.51406666666667,7071067811.865475,174.1216,66.43521666666668,0.3104615950425891,3.42522847644445e-59,56068.47308936612,2.2896463374879822e+29,0.0
0.3,0.6,0.1,0.15,0.15,0.2,0.4,0.1,11.999200000000004,7071067811.865475,181.7243,69.40778,0.30910612614320754,2.0968782080000036e-59,58401.795958554954,2.3920937906703336e+29,0.0
0.3,0.7,0.0,0.15,0.15,0.233,0.467,0.0,11.484333333333332,7071067811.865475,189.327,72.38034333333333,0.30786199181241813,3.4438764444444476e-60,60735.74937408735,2.4945412438526857e+29,0.0
0.4,0.0,0.6,0.2,0.2,0.0,0.0,0.6,14.627200000000002,7071067811.865475,159.6448,60.7892,0.3131016693754811,4.259176448000008e-59,51604.41463176465,2.0950600618521013e+29,0.0
0.4,0.1,0.5,0.2,0.2,0.033,0.067,0.5,14.112333333333337,7071067811.865475,167.2475,63.76176333333333,0.3115030957163514,4.671597244444453e-59,53936.42815229947,2.1975075150344534e+29,0.0
0.4,0.2,0.4,0.2,0.2,0.067,0.133,0.4,13.597466666666667,7071067811.865475,174.8502,66.73432666666668,0.3100469333673255,4.659877745777786e-59,56269.24965782596,2.2999549682168055e+29,0.0
0.4,0.3,0.3,0.2,0.2,0.1,0.2,0.3,13.082600000000001,7071067811.865475,182.4529,69.70689,0.30871496347061234,4.2240179520000075e-59,58602.771310493095,2.402402421399157e+29,0.0
0.4,0.4,0.2,0.2,0.2,0.133,0.267,0.2,12.567733333333335,7071067811.865475,190.0556,72.67945333333333,0.30749194774717625,3.364017863111117e-59,60936.90364520446,2.504849874581509e+29,0.0
0.4,0.5,0.1,0.2,0.2,0.167,0.333,0.1,12.05286666666667,7071067811.865475,197.6583,75.65201666666667,0.30636504292350875,2.0798774791111146e-59,63271.57181667215,2.607297327763861e+29,0.0
0.4,0.6,0.0,0.2,0.2,0.2,0.4,0.0,11.538000000000002,7071067811.865475,205.261,78.62458,0.3053233479911752,3.715968000000005e-60,65606.71273028696,2.7097447809462122e+29,0.0
0.5,0.0,0.5,0.25,0.25,0.0,0.0,0.5,14.166000000000004,7071067811.865475,183.1815,70.006,0.3083271433877097,4.4731488000000085e-59,58803.80352267305,2.4127110521279802e+29,0.0
0.5,0.1,0.4,0.25,0.25,0.033,0.067,0.4,13.651133333333334,7071067811.865475,190.7842,72.97856333333333,0.307124937007758,4.505639185777786e-59,61138.1107104881,2.5151585053103316e+29,0.0
0.5,0.2,0.3,0.25,0.25,0.067,0.133,0.3,13.136266666666668,7071067811.865475,198.3869,75.95112666666667,0.3060168341588787,4.113989276444451e-59,63472.93713375402,2.6176059584926844e+29,0.0
0.5,0.3,0.2,0.25,0.25,0.1,0.2,0.2,12.621400000000001,7071067811.865475,205.9896,78.92369,0.30499220196116017,3.298199072000006e-59,65808.22191339223,2.7200534116750355e+29,0.0
0.5,0.4,0.1,0.25,0.25,0.133,0.267,0.1,12.106533333333333,7071067811.865475,213.5923,81.89625333333333,0.3040419512882886,2.058268572444448e-59,68143.91332958655,2.8225008648573876e+29,0.0
0.5,0.5,0.0,0.25,0.25,0.167,0.333,0.0,11.591666666666669,7071067811.865475,221.195,84.86881666666667,0.3031582664146961,3.941977777777783e-60,70479.96716170818,2.9249483180397397e+29,0.0
0.6,0.0,0.4,0.3,0.3,0.0,0.0,0.4,13.7048,7071067811.865475,206.7182,79.2228,0.3046635564509208,4.346792448000007e-59,66009.77654313888,2.7303620424038588e+29,0.0
0.6,0.1,0.3,0.3,0.3,0.033,0.067,0.3,13.189933333333334,7071067811.865475,214.3209,82.19536333333335,0.30372864908965447,3.999352423111118e-59,68345.59650676203,2.832809495586211e+29,0.0
0.6,0.2,0.2,0.3,0.3,0.067,0.133,0.2,12.675066666666668,7071067811.865475,221.9236,85.16792666666666,0.30285900271221045,3.2277721031111166e-59,70681.76817573691,2.935256948768562e+29,0.0
0.6,0.3,0.1,0.3,0.3,0.1,0.2,0.1,12.160200000000001,7071067811.865475,229.5263,88.14049,0.30204801448233387,2.0320514880000036e-59,73018.25478132206,3.0377044019509144e+29,0.0
0.6,0.4,0.0,0.3,0.3,0.133,0.267,0.0,11.645333333333335,7071067811.865475,237.129,91.11305333333334,0.3012899432338929,4.1219057777777825e-60,75355.02450746107,3.140151855133267e+29,0.0
0.7,0.0,0.3,0.35,0.35,0.0,0.0,0.3,13.2436,7071067811.865475,230.2549,88.4396,0.30176357649740604,3.880107392000007e-59,73220.20169514428,3.0480130326797377e+29,0.0
0.7,0.1,0.2,0.35,0.35,0.033,0.067,0.2,12.728733333333334,7071067811.865475,237.8576,91.41216333333334,0.30101723516079115,3.1527369564444504e-59,75557.0694500114,3.1504604858620902e+29,0.0
0.7,0.2,0.1,0.35,0.35,0.067,0.133,0.1,12.21386666666667,7071067811.865475,245.4603,94.38472666666665,0.3003179045423241,2.0012262257777816e-59,77894.18538604703,3.252907939044441e+29,0.0
0.7,0.3,0.0,0.35,0.35,0.1,0.2,0.0,11.699000000000002,7071067811.865475,253.063,97.35729,0.2996612785750301,4.2557520000000053e-60,80231.52609370438,3.355355392226793e+29,0.0
0.8,0.0,0.2,0.4,0.4,0.0,0.0,0.2,12.782400000000003,7071067811.865475,253.7916,97.6564,0.29941099610471,3.073093632000006e-59,80433.77778586831,3.365664022955617e+29,0.0
0.8,0.1,0.1,0.4,0.4,0.033,0.067,0.1,12.267533333333335,7071067811.865475,261.3943,100.62896333333335,0.29880250844943923,1.9657927857777815e-59,82771.39964912807,3.468111476137969e+29,0.0
0.8,0.2,0.0,0.4,0.4,0.067,0.133,0.0,11.752666666666668,7071067811.865475,268.997,103.60152666666666,0.2982289385825654,4.3435164444444514e-60,85109.2024698508,3.57055892932032e+29,0.0
0.9,0.0,0.1,0.45,0.45,0.0,0.0,0.1,12.321200000000001,7071067811.865475,277.3283,106.8732,0.2974641912097702,1.9257511680000036e-59,87649.66566380872,3.683315013231495e+29,0.0
0.9,0.1,0.0,0.45,0.45,0.033,0.067,0.0,11.806333333333333,7071067811.865475,284.931,109.84576333333334,0.29695944273863506,4.385199111111118e-60,89987.84728909799,3.7857624664138474e+29,0.0
1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,11.86,7071067811.865475,300.865,116.09,0.2958265139116203,4.380800000000008e-60,94867.29985700319,4.000966003507374e+29,0.0
